,adjective,count,score,mean
861,delicate,5,478.0,95.6
862,delicious,1022,98363.0,96.24559686888453
863,delighted,135,12953.0,95.94814814814815
864,delightful,582,56006.0,96.23024054982818
865,delinquent,0,0.0,
866,delirious,0,0.0,
867,deliverable,0,0.0,
868,deluded,0,0.0,
869,demanding,3,295.0,98.33333333333333
870,demented,0,0.0,
871,democratic,0,0.0,
872,demonic,0,0.0,
873,demonstrative,0,0.0,
874,demure,0,0.0,
875,deniable,0,0.0,
876,dense,9,850.0,94.44444444444444
877,dependable,8,752.0,94.0
878,dependent,3,289.0,96.33333333333333
879,deplorable,0,0.0,
880,deploring,1,85.0,85.0
881,depraved,0,0.0,
882,depressed,2,192.0,96.0
883,depressing,2,161.0,80.5
884,depressive,0,0.0,
885,deprived,1,98.0,98.0
886,deranged,0,0.0,
887,derivative,0,0.0,
888,derogative,0,0.0,
889,derogatory,1,91.0,91.0
890,descriptive,10,960.0,96.0
891,deserted,3,272.0,90.66666666666667
892,designer,26,2512.0,96.61538461538461
893,desirable,41,3878.0,94.58536585365853
894,desirous,0,0.0,
895,desolate,0,0.0,
896,despairing,0,0.0,
897,desperate,10,940.0,94.0
898,despicable,1,97.0,97.0
899,despised,0,0.0,
900,despondent,0,0.0,
901,destroyed,1,97.0,97.0
902,destructive,1,98.0,98.0
903,detachable,0,0.0,
904,detached,67,6501.0,97.02985074626865
905,detailed,761,72582.0,95.37713534822602
906,detectable,0,0.0,
907,determined,8,769.0,96.125
908,detestable,0,0.0,
909,detrimental,0,0.0,
910,devastated,0,0.0,
911,devastating,0,0.0,
912,devious,0,0.0,
913,devoted,7,677.0,96.71428571428571
914,devout,0,0.0,
915,dexterous,0,0.0,
916,diabolical,0,0.0,
917,diagonal,1,98.0,98.0
918,didactic,0,0.0,
919,different,857,80846.0,94.33605600933488
920,difficult,466,43539.0,93.431330472103
921,diffuse,0,0.0,
922,digestive,0,0.0,
923,digital,18,1656.0,92.0
924,dignified,0,0.0,
925,digressive,0,0.0,
926,dilapidated,1,77.0,77.0
927,diligent,14,1338.0,95.57142857142857
928,dim,22,2053.0,93.31818181818181
929,diminishing,0,0.0,
930,diminutive,1,80.0,80.0
931,dingy,13,1115.0,85.76923076923077
932,diplomatic,0,0.0,
933,dire,10,928.0,92.8
934,direct,191,18098.0,94.75392670157068
935,direful,0,0.0,
936,dirty,165,14493.0,87.83636363636364
937,disabled,7,660.0,94.28571428571429
938,disadvantaged,0,0.0,
939,disadvantageous,0,0.0,
940,disaffected,0,0.0,
941,disagreeable,0,0.0,
942,disappearing,2,187.0,93.5
943,disappointed,178,16406.0,92.1685393258427
944,disappointing,29,2530.0,87.24137931034483
945,disapproving,0,0.0,
946,disarming,1,95.0,95.0
947,disastrous,0,0.0,
948,discarded,5,463.0,92.6
949,discernable,0,0.0,
950,disciplined,3,285.0,95.0
951,disconnected,2,191.0,95.5
952,discontented,0,0.0,
953,discordant,0,0.0,
954,discouraged,1,97.0,97.0
955,discouraging,0,0.0,
956,discourteous,0,0.0,
957,discredited,0,0.0,
958,discreet,22,2104.0,95.63636363636364
959,discriminating,1,95.0,95.0
960,discriminatory,0,0.0,
961,discussable,0,0.0,
962,disdainful,0,0.0,
963,diseased,0,0.0,
964,disenchanted,1,95.0,95.0
965,disgraceful,0,0.0,
966,disgruntled,0,0.0,
967,disgusted,2,179.0,89.5
968,disgusting,2,155.0,77.5
969,disheartened,1,91.0,91.0
970,disheartening,0,0.0,
971,dishonest,1,87.0,87.0
972,dishonorable,0,0.0,
973,disillusioned,0,0.0,
974,disinclined,0,0.0,
975,disingenuous,0,0.0,
976,disinterested,0,0.0,
977,disjointed,0,0.0,
978,dislikeable,0,0.0,
979,disliked,2,192.0,96.0
980,disloyal,0,0.0,
981,dismal,2,187.0,93.5
982,dismissive,1,84.0,84.0
983,disobedient,0,0.0,
984,disorderly,0,0.0,
985,disorganized,4,365.0,91.25
986,disparaging,1,93.0,93.0
987,disparate,1,96.0,96.0
988,dispassionate,0,0.0,
989,dispensable,1,95.0,95.0
990,displaced,4,381.0,95.25
991,displeased,1,96.0,96.0
992,displeasing,0,0.0,
993,disposable,15,1366.0,91.06666666666666
994,disproportionate,0,0.0,
995,disproved,0,0.0,
996,disputable,0,0.0,
997,disputatious,0,0.0,
998,disputed,0,0.0,
999,disreputable,0,0.0,
1000,disrespectful,0,0.0,
1001,disruptive,7,673.0,96.14285714285714
1002,dissatisfied,4,352.0,88.0
1003,dissimilar,1,98.0,98.0
1004,dissolvable,0,0.0,
1005,dissolving,0,0.0,
1006,dissonant,0,0.0,
1007,dissuasive,0,0.0,
1008,distant,41,3933.0,95.92682926829268
1009,distasteful,0,0.0,
1010,distinct,16,1500.0,93.75
1011,distinctive,4,373.0,93.25
1012,distinguished,0,0.0,
1013,distracted,8,750.0,93.75
1014,distracting,6,567.0,94.5
1015,distraught,0,0.0,
1016,distressed,0,0.0,
1017,distressing,0,0.0,
1018,distrustful,0,0.0,
1019,disturbed,35,3232.0,92.34285714285714
1020,disturbing,130,12352.0,95.01538461538462
1021,divergent,0,0.0,
1022,diverging,0,0.0,
1023,diverse,89,8473.0,95.20224719101124
1024,diversified,1,95.0,95.0
1025,divided,6,539.0,89.83333333333333
1026,divine,8,775.0,96.875
1027,divisive,0,0.0,
1028,dizzy,0,0.0,
1029,dizzying,0,0.0,
1030,doable,27,2543.0,94.18518518518519
1031,documentary,0,0.0,
1032,dogged,0,0.0,
1033,doggish,0,0.0,
1034,dogmatic,0,0.0,
1035,doleful,0,0.0,
1036,dollish,0,0.0,
1037,domed,0,0.0,
1038,domestic,2,191.0,95.5
1039,dominant,0,0.0,
1040,domineering,0,0.0,
1041,dorsal,0,0.0,
1042,doting,0,0.0,
1043,double,179,16758.0,93.62011173184358
1044,doubtful,3,284.0,94.66666666666667
1045,doubting,0,0.0,
1046,dovish,0,0.0,
1047,dowdy,0,0.0,
1048,down,3054,289558.0,94.81270464963981
1049,down-and-out,0,0.0,
1050,downhearted,0,0.0,
1051,downloadable,0,0.0,
1052,downtown,10247,972453.0,94.9012393871377
1053,downward,0,0.0,
1054,dozing,1,94.0,94.0
1055,drab,0,0.0,
1056,drained,10,919.0,91.9
1057,dramatic,6,572.0,95.33333333333333
1058,drastic,1,92.0,92.0
1059,dreaded,2,174.0,87.0
1060,dreadful,0,0.0,
1061,dreaming,8,783.0,97.875
1062,dreamy,18,1708.0,94.88888888888889
1063,dreary,2,186.0,93.0
1064,drenched,9,844.0,93.77777777777777
1065,dress,13,1230.0,94.61538461538461
1066,dressy,0,0.0,
1067,dried,16,1493.0,93.3125
1068,dripping,2,178.0,89.0
1069,drivable,0,0.0,
1070,driven,15,1395.0,93.0
1071,droll,0,0.0,
1072,drooping,0,0.0,
1073,droopy,0,0.0,
1074,drowsy,1,97.0,97.0
1075,drunk,9,797.0,88.55555555555556
1076,dry,78,7321.0,93.85897435897436
1077,dual,12,1156.0,96.33333333333333
1078,dubious,1,99.0,99.0
1079,due,909,85397.0,93.94609460946094
1080,dulcet,0,0.0,
1081,dull,14,1326.0,94.71428571428571
1082,duplicitous,0,0.0,
1083,durable,0,0.0,
1084,dusty,32,2906.0,90.8125
1085,dutiful,1,95.0,95.0
1086,dwarfish,0,0.0,
1087,dwindling,1,94.0,94.0
1088,dynamic,13,1217.0,93.61538461538461
1089,dysfunctional,0,0.0,
1090,each,1415,134783.0,95.2530035335689
1091,eager,122,11649.0,95.48360655737704
1092,early,1789,168974.0,94.45164896590273
1093,earnest,2,191.0,95.5
1094,ear-piercing,0,0.0,
1095,ear-splitting,0,0.0,
1096,earthshaking,0,0.0,
1097,earthy,3,282.0,94.0
1098,east,205,19490.0,95.07317073170732
1099,eastern,19,1808.0,95.15789473684211
1100,easy,15374,1457373.0,94.79465331078444
1101,eatable,0,0.0,
1102,eccentric,8,778.0,97.25
1103,echoing,4,386.0,96.5
1104,ecological,4,385.0,96.25
1105,economic,5,474.0,94.8
1106,economical,36,3334.0,92.61111111111111
1107,economy,10,943.0,94.3
1108,ecstatic,7,665.0,95.0
1109,edgy,6,574.0,95.66666666666667
1110,editable,0,0.0,
1111,educated,11,1070.0,97.27272727272727
1112,educational,3,298.0,99.33333333333333
1113,eerie,4,379.0,94.75
1114,effective,31,2923.0,94.29032258064517
1115,effervescent,0,0.0,
1116,efficacious,0,0.0,
1117,efficient,193,18342.0,95.03626943005182
1118,effortless,31,2891.0,93.25806451612904
1119,effusive,0,0.0,
1120,egalitarian,0,0.0,
1121,egocentric,0,0.0,
1122,egomaniacal,0,0.0,
1123,egotistical,0,0.0,
1124,eight,43,4130.0,96.04651162790698
1125,eighth,2,189.0,94.5
1126,either,459,43307.0,94.35076252723312
1127,elaborate,12,1155.0,96.25
1128,elastic,0,0.0,
1129,elated,2,195.0,97.5
1130,elderly,39,3705.0,95.0
1131,electric,144,13653.0,94.8125
1132,electrical,28,2523.0,90.10714285714286
1133,electrifying,0,0.0,
1134,electronic,62,5886.0,94.93548387096774
1135,elegant,66,6411.0,97.13636363636364
1136,elementary,10,939.0,93.9
1137,elevated,20,1876.0,93.8
1138,elfish,0,0.0,
1139,eligible,0,0.0,
1140,elite,2,194.0,97.0
1141,eloquent,0,0.0,
1142,elusive,1,99.0,99.0
1143,emaciated,0,0.0,
1144,embarrassed,4,381.0,95.25
1145,embarrassing,7,646.0,92.28571428571429
1146,embattled,0,0.0,
1147,embittered,0,0.0,
1148,emblematic,0,0.0,
1149,emboldened,0,0.0,
1150,embroiled,0,0.0,
1151,emergency,77,7280.0,94.54545454545455
1152,eminent,0,0.0,
1153,emotional,2,185.0,92.5
1154,emotionless,0,0.0,
1155,empirical,0,0.0,
1156,empty,75,6924.0,92.32
1157,enamored,6,583.0,97.16666666666667
1158,enchanted,9,874.0,97.11111111111111
1159,enchanting,14,1341.0,95.78571428571429
1160,encouraged,75,7182.0,95.76
1161,encouraging,26,2500.0,96.15384615384616
1162,encrusted,0,0.0,
1163,endangered,0,0.0,
1164,endearing,3,281.0,93.66666666666667
1165,endemic,1,70.0,70.0
1166,endless,46,4380.0,95.21739130434783
1167,endurable,0,0.0,
1168,enduring,0,0.0,
1169,energetic,39,3718.0,95.33333333333333
1170,energizing,0,0.0,
1171,enforceable,0,0.0,
1172,engaging,83,7916.0,95.37349397590361
1173,engrossing,0,0.0,
1174,enhanced,35,3340.0,95.42857142857143
1175,enigmatic,2,195.0,97.5
1176,enjoyable,574,54750.0,95.38327526132404
1177,enlarged,1,91.0,91.0
1178,enlightened,2,196.0,98.0
1179,enormous,35,3354.0,95.82857142857142
1180,enough,3714,352278.0,94.8513731825525
1181,enraged,0,0.0,
1182,ensuing,2,197.0,98.5
1183,enterprising,1,99.0,99.0
1184,entertained,38,3626.0,95.42105263157895
1185,entertaining,59,5588.0,94.71186440677967
1186,enthralled,1,97.0,97.0
1187,enthused,0,0.0,
1188,enthusiastic,62,5916.0,95.41935483870968
1189,enticing,4,380.0,95.0
1190,entire,1134,107735.0,95.00440917107584
1191,entranced,0,0.0,
1192,entrepreneurial,3,267.0,89.0
1193,enumerable,0,0.0,
1194,enviable,2,193.0,96.5
1195,envious,7,668.0,95.42857142857143
1196,environmental,13,1252.0,96.3076923076923
1197,episodic,0,0.0,
1198,equable,0,0.0,
1199,equal,13,1245.0,95.76923076923077
1200,equidistant,6,582.0,97.0
1201,equitable,0,0.0,
1202,equivalent,19,1810.0,95.26315789473684
1203,erasable,0,0.0,
1204,erect,0,0.0,
1205,eroding,0,0.0,
1206,errant,0,0.0,
1207,erratic,6,548.0,91.33333333333333
1208,erroneous,0,0.0,
1209,eruptive,0,0.0,
1210,escalating,0,0.0,
1211,esoteric,0,0.0,
1212,essential,95,9000.0,94.73684210526316
1213,established,24,2266.0,94.41666666666667
1214,estimated,4,387.0,96.75
1215,estranged,0,0.0,
1216,eternal,2,193.0,96.5
1217,ethereal,2,194.0,97.0
1218,ethical,2,195.0,97.5
1219,ethnic,24,2255.0,93.95833333333333
1220,euphemistic,0,0.0,
1221,euphoric,0,0.0,
1222,evasive,1,100.0,100.0
1223,even,10752,1026052.0,95.42894345238095
1224,evenhanded,0,0.0,
1225,evening,800,75956.0,94.945
1226,eventful,6,538.0,89.66666666666667
1227,eventual,0,0.0,
1228,everlasting,0,0.0,
1229,every,3345,320305.0,95.75635276532138
1230,evil,1,96.0,96.0
1231,evocative,0,0.0,
1232,exacerbating,0,0.0,
1233,exact,64,6050.0,94.53125
1234,exacting,2,194.0,97.0
1235,exaggerated,3,278.0,92.66666666666667
1236,exalted,0,0.0,
1237,exasperated,0,0.0,
1238,exasperating,1,98.0,98.0
1239,excellent,4053,386621.0,95.3913150752529
1240,exceptional,235,22619.0,96.25106382978723
1241,excessive,17,1621.0,95.3529411764706
1242,exchangeable,0,0.0,
1243,excitable,2,194.0,97.0
1244,excited,135,12944.0,95.88148148148149
1245,exciting,62,5932.0,95.6774193548387
1246,exclusive,11,1062.0,96.54545454545455
1247,excruciating,0,0.0,
1248,excusable,0,0.0,
1249,executable,0,0.0,
1250,exemplary,15,1445.0,96.33333333333333
1251,exhausted,41,3876.0,94.53658536585365
1252,exhausting,21,1999.0,95.19047619047619
1253,exhaustive,5,490.0,98.0
1254,exhilarated,0,0.0,
1255,exhilarating,0,0.0,
1256,existing,4,378.0,94.5
1257,exotic,13,1244.0,95.6923076923077
1258,expandable,1,98.0,98.0
1259,expanded,3,292.0,97.33333333333333
1260,expanding,2,198.0,99.0
1261,expansive,17,1611.0,94.76470588235294
1262,expectant,0,0.0,
1263,expected,682,64044.0,93.90615835777126
1264,expedient,3,272.0,90.66666666666667
1265,expeditious,2,183.0,91.5
1266,expendable,0,0.0,
1267,expensive,152,14216.0,93.52631578947368
1268,experimental,0,0.0,
1269,expert,15,1425.0,95.0
1270,expired,9,828.0,92.0
1271,expiring,2,191.0,95.5
1272,explainable,0,0.0,
1273,explicit,16,1493.0,93.3125
1274,exploding,0,0.0,
1275,exploitative,0,0.0,
1276,exploited,0,0.0,
1277,explosive,0,0.0,
1278,exponential,0,0.0,
1279,exposed,44,4059.0,92.25
1280,express,118,11232.0,95.1864406779661
1281,expressionistic,0,0.0,
1282,expressionless,0,0.0,
1283,expressive,1,98.0,98.0
1284,exquisite,26,2542.0,97.76923076923077
1285,extemporaneous,0,0.0,
1286,extendable,0,0.0,
1287,extended,322,30841.0,95.77950310559007
1288,extension,19,1817.0,95.63157894736842
1289,extensive,81,7754.0,95.72839506172839
1290,exterior,36,3356.0,93.22222222222223
1291,external,13,1192.0,91.6923076923077
1292,extra,1910,181503.0,95.02774869109948
1293,extra-large,0,0.0,
1294,extraneous,0,0.0,
1295,extraordinary,46,4451.0,96.76086956521739
1296,extra-small,0,0.0,
1297,extravagant,5,471.0,94.2
1298,extreme,16,1492.0,93.25
1299,exuberant,2,191.0,95.5
1300,eye-popping,0,0.0,
1301,fabled,0,0.0,
1302,fabulous,781,75215.0,96.30601792573624
1303,facetious,0,0.0,
1304,facial,3,291.0,97.0
1305,factitious,0,0.0,
1306,factual,1,96.0,96.0
1307,faded,1,90.0,90.0
1308,fading,2,193.0,96.5
1309,failed,26,2437.0,93.73076923076923
1310,faint,12,1118.0,93.16666666666667
1311,fainthearted,0,0.0,
1312,fair,153,14182.0,92.69281045751634
1313,faithful,2,195.0,97.5
1314,faithless,0,0.0,
1315,fallacious,0,0.0,
1316,FALSE,0,0.0,
1317,falsified,0,0.0,
1318,faltering,0,0.0,
1319,familiar,152,14455.0,95.09868421052632
1320,famished,0,0.0,
1321,famous,126,12033.0,95.5
1322,fanatical,0,0.0,
1323,fanciful,1,96.0,96.0
1324,fancy,132,12239.0,92.71969696969697
1325,fantastic,3279,313457.0,95.59530344617261
1326,far,1898,180390.0,95.04214963119072
1327,faraway,2,182.0,91.0
1328,farcical,0,0.0,
1329,far-flung,0,0.0,
1330,farsighted,0,0.0,
1331,fascinated,7,663.0,94.71428571428571
1332,fascinating,68,6425.0,94.48529411764706
1333,fascistic,0,0.0,
1334,fashionable,1,98.0,98.0
1335,fast,609,57550.0,94.4991789819376
1336,fastest,8,767.0,95.875
1337,fastidious,2,193.0,96.5
1338,fast-moving,0,0.0,
1339,fat,54,5237.0,96.98148148148148
1340,fatal,0,0.0,
1341,fateful,0,0.0,
1342,fatherly,0,0.0,
1343,fathomable,0,0.0,
1344,fathomless,0,0.0,
1345,fatigued,0,0.0,
1346,faulty,0,0.0,
1347,favorable,5,475.0,95.0
1348,favorite,912,87561.0,96.00986842105263
1349,fawning,0,0.0,
1350,feared,3,290.0,96.66666666666667
1351,fearful,0,0.0,
1352,fearless,1,97.0,97.0
1353,fearsome,0,0.0,
1354,feathered,0,0.0,
1355,feathery,1,99.0,99.0
1356,feckless,0,0.0,
1357,federal,3,282.0,94.0
1358,feeble,0,0.0,
1359,feebleminded,0,0.0,
1360,feeling,524,49912.0,95.25190839694656
1361,feigned,0,0.0,
1362,felonious,0,0.0,
1363,female,54,5105.0,94.53703703703704
1364,feminine,2,192.0,96.0
1365,fermented,0,0.0,
1366,ferocious,1,97.0,97.0
1367,fertile,0,0.0,
1368,fervent,0,0.0,
1369,fervid,0,0.0,
1370,festive,8,761.0,95.125
1371,fetching,1,96.0,96.0
1372,fetid,0,0.0,
1373,feudal,0,0.0,
1374,feverish,1,97.0,97.0
1375,few,5136,486149.0,94.65517912772586
1376,fewer,10,905.0,90.5
1377,fictional,1,87.0,87.0
1378,fictitious,0,0.0,
1379,fidgeting,0,0.0,
1380,fidgety,0,0.0,
1381,fiendish,0,0.0,
1382,fierce,2,185.0,92.5
1383,fiery,2,191.0,95.5
1384,fifth,10,941.0,94.1
1385,filmy,1,96.0,96.0
1386,filtered,64,6140.0,95.9375
1387,filthy,8,701.0,87.625
1388,final,68,6497.0,95.54411764705883
1389,financial,10,944.0,94.4
1390,fine,752,70240.0,93.40425531914893
1391,finicky,5,466.0,93.2
1392,finite,0,0.0,
1393,fireproof,0,0.0,
1394,firm,144,13563.0,94.1875
1395,first,7659,729676.0,95.27040083561823
1396,fiscal,0,0.0,
1397,fishy,0,0.0,
1398,fit,643,60758.0,94.4914463452566
1399,fitted,39,3602.0,92.35897435897436
1400,fitting,10,953.0,95.3
1401,five,604,57477.0,95.16059602649007
1402,fixable,0,0.0,
1403,fixed,158,14700.0,93.0379746835443
1404,flabby,0,0.0,
1405,flagrant,0,0.0,
1406,flaky,3,274.0,91.33333333333333
1407,flamboyant,0,0.0,
1408,flaming,1,94.0,94.0
1409,flammable,0,0.0,
1410,flashy,2,185.0,92.5
1411,flat,711,67282.0,94.63009845288326
1412,flattened,0,0.0,
1413,flattered,0,0.0,
1414,flattering,0,0.0,
1415,flavored,3,286.0,95.33333333333333
1416,flavorful,1,97.0,97.0
1417,flavorless,0,0.0,
1418,flawed,0,0.0,
1419,flawless,25,2401.0,96.04
1420,fleeting,2,194.0,97.0
1421,flexible,1452,137569.0,94.74449035812673
1422,flickering,3,272.0,90.66666666666667
1423,flimsy,2,167.0,83.5
1424,flippant,0,0.0,
1425,flirtatious,0,0.0,
1426,floating,27,2619.0,97.0
1427,flooded,12,1157.0,96.41666666666667
1428,floppy,0,0.0,
1429,floral,10,965.0,96.5
1430,flowering,11,1035.0,94.0909090909091
1431,flowery,0,0.0,
1432,fluent,3,290.0,96.66666666666667
1433,fluffy,142,13625.0,95.95070422535211
1434,flushed,4,383.0,95.75
1435,fluttering,0,0.0,
1436,flying,106,9998.0,94.32075471698113
1437,foamy,0,0.0,
1438,focused,16,1529.0,95.5625
1439,foggy,2,195.0,97.5
1440,folded,27,2560.0,94.81481481481481
1441,following,127,12062.0,94.97637795275591
1442,fond,20,1889.0,94.45
1443,foolhardy,0,0.0,
1444,foolish,1,93.0,93.0
1445,forbidding,0,0.0,
1446,forceful,0,0.0,
1447,foreboding,0,0.0,
1448,foregoing,1,95.0,95.0
1449,foreign,15,1394.0,92.93333333333334
1450,forensic,0,0.0,
1451,foreseeable,3,286.0,95.33333333333333
1452,forged,1,86.0,86.0
1453,forgetful,5,484.0,96.8
1454,forgettable,0,0.0,
1455,forgivable,0,0.0,
1456,forgiving,5,484.0,96.8
1457,forgotten,93,8927.0,95.98924731182795
1458,forked,0,0.0,
1459,formal,4,375.0,93.75
1460,formative,0,0.0,
1461,former,35,3291.0,94.02857142857142
1462,formidable,3,276.0,92.0
1463,formless,0,0.0,
1464,formulaic,0,0.0,
1465,forthright,2,194.0,97.0
1466,fortuitous,0,0.0,
1467,fortunate,103,9919.0,96.30097087378641
1468,forward,1077,103311.0,95.92479108635098
1469,foul,3,282.0,94.0
1470,foul-smelling,0,0.0,
1471,four,842,79872.0,94.85985748218528
1472,fourth,34,3167.0,93.1470588235294
1473,foxy,1,99.0,99.0
1474,fractional,0,0.0,
1475,fractious,0,0.0,
1476,fragile,4,390.0,97.5
1477,fragmented,0,0.0,
1478,fragrant,6,581.0,96.83333333333333
1479,frail,0,0.0,
1480,frank,72,6978.0,96.91666666666667
1481,frantic,3,292.0,97.33333333333333
1482,fraternal,0,0.0,
1483,fraudulent,0,0.0,
1484,frayed,2,178.0,89.0
1485,freakish,0,0.0,
1486,freaky,0,0.0,
1487,freckled,0,0.0,
1488,free,1209,114367.0,94.5963606286187
1489,freezing,18,1685.0,93.61111111111111
1490,frequent,114,10888.0,95.50877192982456
1491,fresh,2110,202850.0,96.13744075829383
1492,fretful,0,0.0,
1493,fried,20,1856.0,92.8
1494,friendly,6326,601975.0,95.15886816313626
1495,frightened,1,91.0,91.0
1496,frightening,0,0.0,
1497,frightful,0,0.0,
1498,frigid,2,194.0,97.0
1499,frilly,1,91.0,91.0
1500,frisky,2,192.0,96.0
1501,frivolous,0,0.0,
1502,front,1715,162197.0,94.57551020408164
1503,frosty,4,389.0,97.25
1504,frothy,0,0.0,
1505,frowning,0,0.0,
1506,frozen,13,1225.0,94.23076923076923
1507,frugal,1,97.0,97.0
1508,fruitful,0,0.0,
1509,fruitless,0,0.0,
1510,fruity,0,0.0,
1511,frumpy,0,0.0,
1512,frustrated,5,450.0,90.0
1513,frustrating,18,1696.0,94.22222222222223
1514,fulfilled,13,1229.0,94.53846153846153
1515,fulfilling,2,195.0,97.5
1516,full,2555,243207.0,95.18864970645792
1517,fully-grown,0,0.0,
1518,fumbling,3,294.0,98.0
1519,fuming,0,0.0,
1520,fun,2435,231790.0,95.19096509240246
1521,functional,197,18653.0,94.68527918781726
1522,fundamental,1,94.0,94.0
1523,fun-loving,4,382.0,95.5
1524,funniest,2,196.0,98.0
1525,funny,70,6655.0,95.07142857142857
1526,furious,1,90.0,90.0
1527,furry,31,2923.0,94.29032258064517
1528,furthest,5,473.0,94.6
1529,furtive,0,0.0,
1530,fussy,7,681.0,97.28571428571429
1531,futile,0,0.0,
1532,future,882,84273.0,95.54761904761905
1533,futuristic,1,95.0,95.0
1534,fuzzy,10,951.0,95.1
1535,gabby,3,285.0,95.0
1536,gainful,0,0.0,
1537,gallant,0,0.0,
1538,galling,0,0.0,
1539,game,270,25484.0,94.38518518518518
1540,gangly,0,0.0,
1541,gaping,0,0.0,
1542,garbled,0,0.0,
1543,gargantuan,0,0.0,
1544,garish,0,0.0,
1545,garrulous,0,0.0,
1546,gaseous,0,0.0,
1547,gasping,1,91.0,91.0
1548,gaudy,0,0.0,
1549,gaunt,0,0.0,
1550,gauzy,0,0.0,
1551,gawky,0,0.0,
1552,general,201,18874.0,93.90049751243781
1553,generative,0,0.0,
1554,generic,10,930.0,93.0
1555,generous,653,62542.0,95.77641653905053
1556,genial,7,677.0,96.71428571428571
1557,gentle,63,6027.0,95.66666666666667
1558,genuine,80,7689.0,96.1125
1559,geographic,2,178.0,89.0
1560,geologic,0,0.0,
1561,geometric,0,0.0,
1562,geriatric,0,0.0,
1563,ghastly,0,0.0,
1564,ghostly,1,88.0,88.0
1565,ghoulish,0,0.0,
1566,giant,91,8578.0,94.26373626373626
1567,giddy,3,285.0,95.0
1568,gifted,18,1728.0,96.0
1569,gigantic,6,579.0,96.5
1570,giggling,1,95.0,95.0
1571,gilded,0,0.0,
1572,giving,646,61768.0,95.61609907120743
1573,glad,647,61772.0,95.47449768160742
1574,glamorous,6,565.0,94.16666666666667
1575,glaring,1,100.0,100.0
1576,glass,323,30767.0,95.25386996904025
1577,glassy,0,0.0,
1578,gleaming,4,387.0,96.75
1579,glib,0,0.0,
1580,glistening,3,295.0,98.33333333333333
1581,glittering,2,190.0,95.0
1582,global,6,487.0,81.16666666666667
1583,globular,0,0.0,
1584,gloomy,8,736.0,92.0
1585,glorious,30,2900.0,96.66666666666667
1586,glossy,0,0.0,
1587,glowing,18,1719.0,95.5
1588,gluey,0,0.0,
1589,glum,0,0.0,
1590,gluttonous,0,0.0,
1591,gnarly,0,0.0,
1592,gold,26,2507.0,96.42307692307692
1593,golden,138,13244.0,95.97101449275362
1594,good,10168,957973.0,94.21449645948073
1595,good-looking,0,0.0,
1596,good-natured,2,186.0,93.0
1597,gooey,0,0.0,
1598,goofy,1,96.0,96.0
1599,gorgeous,883,84897.0,96.14609286523216
1600,graceful,10,949.0,94.9
1601,gracious,1899,181782.0,95.72511848341232
1602,gradual,0,0.0,
1603,grainy,0,0.0,
1604,grand,100,9559.0,95.59
1605,grandiose,3,272.0,90.66666666666667
1606,graphic,3,282.0,94.0
1607,grateful,279,26598.0,95.33333333333333
1608,gratified,1,89.0,89.0
1609,gratifying,1,100.0,100.0
1610,grating,0,0.0,
1611,gratis,3,280.0,93.33333333333333
1612,gratuitousgrave,0,0.0,
1613,gray,20,1918.0,95.9
1614,greasy,4,357.0,89.25
1615,great,48151,4578871.0,95.09399597100787
1616,greatest,64,6118.0,95.59375
1617,greedy,1,96.0,96.0
1618,green,1303,124885.0,95.84420567920183
1619,gregarious,5,463.0,92.6
1620,grey,29,2814.0,97.03448275862068
1621,grieving,0,0.0,
1622,grim,0,0.0,
1623,grimacing,0,0.0,
1624,grimy,2,181.0,90.5
1625,grinding,1,97.0,97.0
1626,grinning,0,0.0,
1627,gripping,0,0.0,
1628,gritty,7,619.0,88.42857142857143
1629,grizzled,1,98.0,98.0
1630,groaning,0,0.0,
1631,groggy,0,0.0,
1632,groomed,3,281.0,93.66666666666667
1633,groovy,13,1227.0,94.38461538461539
1634,gross,5,461.0,92.2
1635,grotesque,1,97.0,97.0
1636,grouchy,1,94.0,94.0
1637,growling,0,0.0,
1638,grown-up,4,369.0,92.25
1639,grubby,1,79.0,79.0
1640,grueling,3,290.0,96.66666666666667
1641,gruesome,0,0.0,
1642,gruff,0,0.0,
1643,grumbling,0,0.0,
1644,grumpy,3,282.0,94.0
1645,guaranteed,14,1339.0,95.64285714285714
1646,guarded,1,97.0,97.0
1647,guiltless,0,0.0,
1648,guilt-ridden,0,0.0,
1649,guilty,13,1218.0,93.6923076923077
1650,gullible,0,0.0,
1651,gurgling,0,0.0,
1652,gushing,2,190.0,95.0
1653,gushy,0,0.0,
1654,gusty,0,0.0,
1655,gutsy,0,0.0,
1656,habitable,1,66.0,66.0
1657,habitual,1,99.0,99.0
1658,haggard,0,0.0,
1659,hairless,0,0.0,
1660,hairy,2,187.0,93.5
1661,half,582,55215.0,94.87113402061856
1662,halfhearted,0,0.0,
1663,hallowed,0,0.0,
1664,halting,0,0.0,
1665,handsome,12,1136.0,94.66666666666667
1666,handy,350,33402.0,95.43428571428572
1667,hanging,360,34154.0,94.87222222222222
1668,haphazard,0,0.0,
1669,hapless,0,0.0,
1670,happy,2014,191634.0,95.15094339622641
1671,hard,763,71621.0,93.86762778505897
1672,hard-to-find,1,98.0,98.0
1673,hardworking,1,97.0,97.0
1674,hardy,1,93.0,93.0
1675,harebrained,0,0.0,
1676,harmful,1,93.0,93.0
1677,harmless,3,276.0,92.0
1678,harmonic,1,83.0,83.0
1679,harmonious,0,0.0,
